Ad_ID,Campaign_Name,Date,Impressions,Clicks,Conversions,Ad_Spend ($),Revenue ($),Engagements,ROAS
1365,Black Friday,2025-03-05,136202,12120,435,3690,1229,5781,0.33
1366,Summer Sale,2025-03-06,42766,9707,1513,1233,4851,49072,3.93
1367,Holiday Special,2025-03-07,42903,10444,1389,1337,12003,42854,8.98
1368,Black Friday,2025-03-08,136419,3291,1741,3393,10578,6883,3.12
1369,Holiday Special,2025-03-09,134272,9523,193,4315,16705,47248,3.87
1370,Summer Sale,2025-03-10,152968,8675,1122,3236,17069,15561,5.27
1371,Black Friday,2025-03-11,42909,7928,1087,4362,7592,37469,1.74
1372,Black Friday,2025-03-12,61495,6136,518,1726,4882,13132,2.83
1373,Black Friday,2025-03-13,130753,4435,391,4613,4555,26283,0.99
1374,Black Friday,2025-03-14,111256,14885,297,650,13087,44227,20.13
1375,Summer Sale,2025-03-15,16502,8973,276,1438,13359,45218,9.29
1376,Black Friday,2025-03-16,79440,3000,1665,3048,17601,2567,5.77
1377,Summer Sale,2025-03-17,73187,2870,231,1932,4378,32007,2.27
1378,Black Friday,2025-03-18,72799,3070,1171,4286,7337,27965,1.71
1379,Winter Discount,2025-03-19,112351,4386,220,1515,22855,31998,15.09
1380,New Arrivals,2025-03-20,26622,1527,1843,2120,11200,22800,5.28
1381,New Arrivals,2025-03-21,36969,7506,1925,4283,3406,46331,0.8
1382,Summer Sale,2025-03-22,128698,13438,408,1767,13662,45950,7.73
1383,Holiday Special,2025-03-23,95328,12685,50,2680,19833,24146,7.4
1384,Black Friday,2025-03-24,185105,7204,1095,1197,19921,34323,16.64
1385,Winter Discount,2025-03-25,131294,12079,1261,3883,21345,14456,5.5
1386,Black Friday,2025-03-26,116547,8925,1917,1247,21688,22567,17.39
1387,Summer Sale,2025-03-27,39275,11877,1951,1484,16357,29655,11.02
1388,Winter Discount,2025-03-28,103673,2159,334,1572,8689,20587,5.53
1389,New Arrivals,2025-03-29,147073,7179,1479,3895,24214,8896,6.22
1390,Winter Discount,2025-03-30,24219,11446,1676,4461,17958,3171,4.03
1391,Holiday Special,2025-03-01,125203,7249,1958,3111,10712,36733,3.44
1392,Winter Discount,2025-03-02,161453,6531,692,3651,12239,24147,3.35
1393,Black Friday,2025-03-03,191383,3533,1907,3709,5483,4133,1.48
1394,New Arrivals,2025-03-04,176528,11061,582,248,14506,3621,58.49
1395,Black Friday,2025-03-05,191050,2115,1986,3373,6808,30726,2.02
1396,New Arrivals,2025-03-06,175724,2456,1884,4916,4433,40819,0.9
1397,Black Friday,2025-03-07,155281,3332,1126,1189,5764,27105,4.85
1398,Winter Discount,2025-03-08,23612,3609,681,2775,18993,47638,6.84
1399,Winter Discount,2025-03-09,109912,6616,1862,3248,12316,25903,3.79
1400,Summer Sale,2025-03-10,112560,7567,1996,4753,11215,4315,2.36
1401,Holiday Special,2025-03-11,123753,5660,643,4006,24867,32249,6.21
1402,Black Friday,2025-03-12,84819,5326,853,2001,3158,13606,1.58
1403,Black Friday,2025-03-13,178412,10749,1121,1909,20520,36652,10.75
1404,Black Friday,2025-03-14,112530,4715,1679,2930,21184,12741,7.23
1405,Holiday Special,2025-03-15,100154,2934,1300,4736,2892,7782,0.61
1406,Winter Discount,2025-03-16,185974,5242,1028,617,21645,12206,35.08
1407,New Arrivals,2025-03-17,79586,4703,1735,3795,5282,38358,1.39
1408,Winter Discount,2025-03-18,44331,12221,412,2790,4469,47670,1.6
1409,Winter Discount,2025-03-19,21649,9521,1595,2738,11937,40295,4.36
1410,Black Friday,2025-03-20,72531,847,195,2068,6316,49645,3.05
1411,Holiday Special,2025-03-21,172771,1354,969,3903,12583,3532,3.22
1412,Black Friday,2025-03-22,163299,9068,1498,534,21082,37124,39.48
1413,New Arrivals,2025-03-23,54096,8461,1822,2827,15457,39564,5.47
1414,Black Friday,2025-03-24,130045,4175,837,2010,23029,10007,11.46
1415,Winter Discount,2025-03-25,22079,3560,1468,4322,18532,25094,4.29
1416,Summer Sale,2025-03-26,59814,11004,732,4367,6141,2072,1.41
1417,Black Friday,2025-03-27,179897,9905,219,3190,4866,17040,1.53
1418,Summer Sale,2025-03-28,138842,11339,1491,3163,23406,47985,7.4
1419,Summer Sale,2025-03-29,38206,14185,806,585,11459,39249,19.59
1420,Holiday Special,2025-03-30,58551,4490,1078,1202,16569,39438,13.78
1421,New Arrivals,2025-03-01,127469,8698,1052,3960,5703,34023,1.44
1422,Winter Discount,2025-03-02,190639,7261,1083,3945,11321,41337,2.87
1423,New Arrivals,2025-03-03,190582,12476,1338,2056,6946,25378,3.38
1424,Black Friday,2025-03-04,124567,13473,298,690,8862,46137,12.84
1425,Winter Discount,2025-03-05,82170,10637,599,1377,12783,3942,9.28
1426,Summer Sale,2025-03-06,138763,12588,480,3250,6212,31591,1.91
1427,Black Friday,2025-03-07,92847,5929,1705,2383,18821,24892,7.9
1428,Holiday Special,2025-03-08,146091,614,1492,2765,17818,31589,6.44
1429,New Arrivals,2025-03-09,101007,1534,393,4475,24371,16555,5.45
1430,Holiday Special,2025-03-10,53002,3850,646,1018,20903,19456,20.53
1431,Black Friday,2025-03-11,155823,12378,416,508,4104,47479,8.08
1432,Holiday Special,2025-03-12,70659,9011,772,3863,20574,47148,5.33
1433,Summer Sale,2025-03-13,187346,13087,132,4108,24835,19621,6.05
1434,Black Friday,2025-03-14,131575,13759,1732,1110,1749,17245,1.58
1435,Summer Sale,2025-03-15,113863,9200,1211,1963,18250,26152,9.3
1436,Holiday Special,2025-03-16,67811,11501,1376,865,14150,35206,16.36
1437,Black Friday,2025-03-17,44391,6506,1548,4531,12146,8398,2.68
1438,Summer Sale,2025-03-18,98021,12168,563,3741,23078,23487,6.17
1439,Black Friday,2025-03-19,199849,13942,790,1600,20893,36631,13.06
1440,New Arrivals,2025-03-20,186306,6751,402,585,21329,16304,36.46
1441,Summer Sale,2025-03-21,123808,4617,1188,3833,3723,43282,0.97
1442,Summer Sale,2025-03-22,60717,3079,900,4351,13030,23555,2.99
1443,Black Friday,2025-03-23,131717,8021,285,1401,13005,3768,9.28
1444,Summer Sale,2025-03-24,43425,12353,1495,2731,1478,18311,0.54
1445,Black Friday,2025-03-25,193998,14331,1812,2297,1397,32159,0.61
1446,Winter Discount,2025-03-26,131786,998,1265,2217,5661,31921,2.55
1447,New Arrivals,2025-03-27,143383,12199,971,2017,11854,33852,5.88
1448,Holiday Special,2025-03-28,43467,11722,1549,4588,19303,29501,4.21
1449,Black Friday,2025-03-29,152308,949,1163,3870,23984,8609,6.2
1450,Holiday Special,2025-03-30,76676,4902,1085,2174,1613,29772,0.74
1451,Summer Sale,2025-03-01,185296,12140,1175,1870,10144,18491,5.42
1452,Black Friday,2025-03-02,126553,12854,1442,2537,12536,7557,4.94
1453,Winter Discount,2025-03-03,15232,14019,223,323,20109,20089,62.26
1454,Holiday Special,2025-03-04,106455,6094,743,1055,6211,21398,5.89
1455,Winter Discount,2025-03-05,71551,14206,1980,2385,22902,17083,9.6
1456,Black Friday,2025-03-06,72319,6517,645,245,8280,24055,33.8
1457,Holiday Special,2025-03-07,38357,5129,822,4469,20454,21769,4.58
1458,Black Friday,2025-03-08,52531,3307,1651,2231,11899,35929,5.33
1459,Winter Discount,2025-03-09,68334,14808,255,3970,7401,41096,1.86
1460,New Arrivals,2025-03-10,171483,1734,850,3643,6599,15133,1.81
1461,Holiday Special,2025-03-11,73228,7875,471,4168,18043,36370,4.33
1462,Summer Sale,2025-03-12,187691,3396,1030,336,11540,8298,34.35
1463,Summer Sale,2025-03-13,195144,5923,1788,857,505,31597,0.59
1464,Black Friday,2025-03-14,184614,2659,981,692,11292,39570,16.32
1465,Summer Sale,2025-03-15,90434,3137,851,1812,18787,4663,10.37
1466,Black Friday,2025-03-16,156532,10209,995,2687,17613,39193,6.55
1467,Summer Sale,2025-03-17,56739,11189,776,3786,11198,34309,2.96
1468,Summer Sale,2025-03-18,148346,1401,1240,2399,3260,34696,1.36
1469,New Arrivals,2025-03-19,168965,6726,1615,3539,5075,35974,1.43
1470,Summer Sale,2025-03-20,145220,5407,248,2695,18890,30553,7.01
1471,Holiday Special,2025-03-21,30048,5492,1402,241,876,5420,3.63
1472,Holiday Special,2025-03-22,19796,4679,936,2642,18461,41153,6.99
1473,Holiday Special,2025-03-23,125812,7099,1206,2581,13744,30377,5.33
1474,Winter Discount,2025-03-24,105406,811,713,4047,11135,42960,2.75
1475,New Arrivals,2025-03-25,151221,8330,1791,4130,1750,21472,0.42
1476,Winter Discount,2025-03-26,56745,2479,1175,4580,20367,7658,4.45
1477,New Arrivals,2025-03-27,172251,13422,1781,3393,7844,5198,2.31
1478,Black Friday,2025-03-28,176000,13744,1359,224,21426,9601,95.65
1479,Winter Discount,2025-03-29,96605,11306,866,103,18353,45895,178.18
1480,New Arrivals,2025-03-30,63604,14999,996,443,24688,30032,55.73
1481,New Arrivals,2025-03-01,68325,13923,1740,2063,24712,15964,11.98
1482,Summer Sale,2025-03-02,167903,639,1665,3587,18789,30403,5.24
1483,Black Friday,2025-03-03,31267,13044,1871,1491,12896,14439,8.65
1484,Black Friday,2025-03-04,139965,6874,1778,3625,16007,6771,4.42
1485,Winter Discount,2025-03-05,123676,9482,155,1953,9516,18644,4.87
1486,Summer Sale,2025-03-06,59078,3653,1301,3467,21785,37110,6.28
1487,Holiday Special,2025-03-07,74899,7968,1711,4704,21556,36590,4.58
1488,Black Friday,2025-03-08,56456,3484,1771,4098,6983,11960,1.7
1489,Summer Sale,2025-03-09,156171,6627,1825,4776,21736,16326,4.55
1490,Black Friday,2025-03-10,174380,6653,1639,1300,2906,26297,2.24
1491,Black Friday,2025-03-11,179914,13265,1701,2633,5300,39688,2.01
1492,Winter Discount,2025-03-12,92486,13478,702,3116,23048,23180,7.4
1493,Black Friday,2025-03-13,91386,8569,221,1985,16388,43060,8.26
1494,Black Friday,2025-03-14,41395,6010,354,4839,1210,15757,0.25
1495,Black Friday,2025-03-15,54524,13872,95,2383,22861,8376,9.59
1496,Black Friday,2025-03-16,91651,13840,1023,4370,11583,45909,2.65
1497,Holiday Special,2025-03-17,54666,4650,1419,1584,8171,7385,5.16
1498,Holiday Special,2025-03-18,119706,9280,664,3887,23895,34422,6.15
1499,Black Friday,2025-03-19,24142,12447,1070,3995,3987,2243,1.0
1500,Holiday Special,2025-03-20,28941,11684,299,1897,13781,49891,7.26
1501,New Arrivals,2025-03-21,25361,10728,375,3042,22103,42645,7.27
1502,Summer Sale,2025-03-22,126329,1390,1198,1381,12072,37094,8.74
1503,Black Friday,2025-03-23,117923,5196,1250,2422,11247,28047,4.64
1504,New Arrivals,2025-03-24,125284,1208,1941,721,14591,23479,20.24
1505,Summer Sale,2025-03-25,162647,9932,1724,299,4856,39232,16.24
1506,Black Friday,2025-03-26,96630,7766,399,1957,8446,31816,4.32
1507,Summer Sale,2025-03-27,100732,5715,145,1595,18179,14315,11.4
1508,Holiday Special,2025-03-28,27967,2247,1000,3663,6436,18020,1.76
1509,Summer Sale,2025-03-29,185417,1057,506,3911,18290,15468,4.68
1510,New Arrivals,2025-03-30,101863,8959,1996,3664,629,21368,0.17
1511,Holiday Special,2025-03-01,104848,2617,387,351,17085,12380,48.68
1512,Holiday Special,2025-03-02,92147,1336,1657,2303,23298,20425,10.12
1513,New Arrivals,2025-03-03,15434,14447,864,3461,18573,8312,5.37
1514,Black Friday,2025-03-04,39669,7108,92,811,14990,6799,18.48
1515,New Arrivals,2025-03-05,96738,14633,402,4160,11070,15032,2.66
1516,New Arrivals,2025-03-06,163731,14812,1843,4284,16569,30325,3.87
1517,New Arrivals,2025-03-07,122982,733,355,1260,17953,22675,14.25
1518,Holiday Special,2025-03-08,120692,5592,1747,2149,22548,14045,10.49
1519,Winter Discount,2025-03-09,32849,6444,304,4618,3650,39775,0.79
1520,Summer Sale,2025-03-10,93991,12298,692,4580,6161,38652,1.35
1521,Winter Discount,2025-03-11,104655,9436,1473,4396,24463,13120,5.56
1522,Summer Sale,2025-03-12,131971,2843,87,4749,22450,10674,4.73
1523,New Arrivals,2025-03-13,152715,14667,511,825,15611,13438,18.92
1524,Holiday Special,2025-03-14,191031,12276,375,1207,20222,10610,16.75
1525,Summer Sale,2025-03-15,185335,12077,982,1208,1653,37893,1.37
1526,Summer Sale,2025-03-16,127141,4621,985,3534,4608,13376,1.3
1527,Summer Sale,2025-03-17,125015,14523,1372,4065,8703,9106,2.14
1528,Summer Sale,2025-03-18,88277,8054,441,1755,14059,15832,8.01
1529,Summer Sale,2025-03-19,139638,1176,1509,1467,23994,35899,16.36
1530,Holiday Special,2025-03-20,98620,6222,1822,1181,19073,45651,16.15
1531,Winter Discount,2025-03-21,124633,4009,1314,1413,24944,16427,17.65
1532,Black Friday,2025-03-22,103311,5960,1142,4530,5797,38260,1.28
1533,Winter Discount,2025-03-23,173554,1643,859,601,14441,16909,24.03
1534,Holiday Special,2025-03-24,130628,9754,413,2741,14282,8586,5.21
1535,New Arrivals,2025-03-25,59160,4029,1613,3134,24825,20142,7.92
1536,Black Friday,2025-03-26,19976,5652,1391,596,8615,5683,14.45
1537,Summer Sale,2025-03-27,52849,12194,1511,3285,22411,42930,6.82
1538,Winter Discount,2025-03-28,151152,12517,1472,3920,11173,9086,2.85
1539,Black Friday,2025-03-29,130007,9193,481,1629,616,17097,0.38
1540,New Arrivals,2025-03-30,153719,3339,1919,3428,16463,46036,4.8
1541,Black Friday,2025-03-01,109472,2421,1157,1381,6485,49356,4.7
1542,Summer Sale,2025-03-02,143206,2262,1851,3265,1287,5831,0.39
1543,Black Friday,2025-03-03,98644,2235,1408,3518,12178,21224,3.46
1544,Holiday Special,2025-03-04,167175,6336,624,1063,11540,36459,10.86
1545,New Arrivals,2025-03-05,189936,11819,1568,4419,20222,30597,4.58
1546,New Arrivals,2025-03-06,78841,9376,334,592,15378,2821,25.98
1547,Summer Sale,2025-03-07,64809,12153,1689,631,22378,37553,35.46
1548,Winter Discount,2025-03-08,151721,7307,1170,2557,19043,5092,7.45
1549,Black Friday,2025-03-09,170556,1054,1852,1651,12427,41336,7.53
1550,Summer Sale,2025-03-10,160423,3883,595,4755,20762,26375,4.37
1551,Winter Discount,2025-03-11,85695,10819,790,2428,16370,40304,6.74
1552,Winter Discount,2025-03-12,10946,685,613,1317,3886,4006,2.95
1553,New Arrivals,2025-03-13,176959,4046,1423,3107,6273,21005,2.02
1554,Black Friday,2025-03-14,158266,10403,1793,4734,14491,47419,3.06
1555,Black Friday,2025-03-15,197463,2384,1448,3315,19213,15101,5.8
1556,Winter Discount,2025-03-16,187437,10005,1542,2974,11031,34328,3.71
1557,Summer Sale,2025-03-17,149553,13209,728,835,1276,47987,1.53
1558,New Arrivals,2025-03-18,87689,6456,944,2004,3241,45535,1.62
1559,New Arrivals,2025-03-19,55082,8401,1822,3920,15334,5200,3.91
1560,Winter Discount,2025-03-20,148405,2004,410,4244,18881,43239,4.45
1561,Winter Discount,2025-03-21,160583,672,1601,4406,17672,46445,4.01
1562,Summer Sale,2025-03-22,32792,13293,208,1684,24874,27128,14.77
1563,New Arrivals,2025-03-23,149063,7485,668,2092,578,10912,0.28
1564,Winter Discount,2025-03-24,82916,12935,699,2472,24642,40117,9.97
1565,New Arrivals,2025-03-25,37899,4768,1199,2949,6484,29023,2.2
1566,Winter Discount,2025-03-26,56332,12109,233,782,24901,26417,31.84
1567,Summer Sale,2025-03-27,183691,3690,227,693,7647,48405,11.03
1568,Holiday Special,2025-03-28,29819,12603,1391,2427,10072,46859,4.15
1569,New Arrivals,2025-03-29,169717,11464,1129,4433,17002,33536,3.84
1570,New Arrivals,2025-03-30,110986,1164,257,870,742,14713,0.85
1571,New Arrivals,2025-03-01,96627,3003,269,1626,24832,26145,15.27
1572,Winter Discount,2025-03-02,89734,6744,1683,3294,16899,34086,5.13
1573,Winter Discount,2025-03-03,176807,4866,772,642,12530,7941,19.52
1574,Winter Discount,2025-03-04,179642,14376,466,511,15127,16197,29.6
1575,Winter Discount,2025-03-05,154252,14642,1910,1989,21295,36129,10.71
1576,Holiday Special,2025-03-06,92324,5484,579,4201,11816,17669,2.81
1577,Summer Sale,2025-03-07,24329,8784,984,827,7666,34042,9.27
1578,Summer Sale,2025-03-08,48389,8386,1593,389,7180,9596,18.46
1579,Winter Discount,2025-03-09,162943,1039,1807,262,23381,22589,89.24
1580,Holiday Special,2025-03-10,35597,13236,72,3646,9087,25871,2.49
1581,Winter Discount,2025-03-11,165826,9575,179,659,13778,10573,20.91
1582,Summer Sale,2025-03-12,97064,13229,258,327,24146,13075,73.84
1583,New Arrivals,2025-03-13,195350,7949,598,2499,3304,35131,1.32
1584,Holiday Special,2025-03-14,68839,7695,711,1177,20102,6892,17.08
1585,Winter Discount,2025-03-15,62283,11035,1743,2720,19591,20409,7.2
1586,Winter Discount,2025-03-16,118954,1787,1464,4454,903,43464,0.2
1587,Winter Discount,2025-03-17,169943,8721,1958,1762,14896,19676,8.45
1588,Winter Discount,2025-03-18,146840,4994,1272,978,920,30533,0.94
1589,Black Friday,2025-03-19,33745,4270,1764,1184,13724,29843,11.59
1590,Winter Discount,2025-03-20,123892,6431,1881,1773,6472,28097,3.65
1591,Winter Discount,2025-03-21,138475,8468,1906,620,10981,42138,17.71
1592,Summer Sale,2025-03-22,75660,10894,509,3674,8149,45948,2.22
1593,Holiday Special,2025-03-23,13287,8374,960,4917,18181,10328,3.7
1594,Black Friday,2025-03-24,62539,11273,548,558,2528,14597,4.53
1595,Black Friday,2025-03-25,194061,7642,746,3695,9636,24579,2.61
1596,Summer Sale,2025-03-26,11169,7683,377,4935,9252,43297,1.87
1597,Black Friday,2025-03-27,125307,7155,614,4685,5316,43359,1.13
1598,Summer Sale,2025-03-28,47885,11336,1522,1352,3435,29987,2.54
1599,Holiday Special,2025-03-29,171374,12251,568,176,2242,9739,12.74
1600,Holiday Special,2025-03-30,122490,9150,1076,2634,1772,14852,0.67
1601,Holiday Special,2025-03-01,39817,9614,204,2061,2066,25353,1.0
1602,Black Friday,2025-03-02,167986,13590,1751,1673,7134,46770,4.26
1603,Holiday Special,2025-03-03,63651,6830,1189,261,11586,14160,44.39
1604,Holiday Special,2025-03-04,134616,10763,1457,370,8976,29245,24.26
1605,Holiday Special,2025-03-05,154743,12287,57,704,10216,30415,14.51
1606,Black Friday,2025-03-06,72660,7706,447,4197,14021,33943,3.34
1607,Winter Discount,2025-03-07,59510,6623,96,3499,10526,35999,3.01
1608,Holiday Special,2025-03-08,100965,4021,844,1327,9823,40199,7.4
1609,Winter Discount,2025-03-09,180666,2163,1571,2386,17472,13099,7.32
1610,Winter Discount,2025-03-10,188508,7152,478,3705,4227,17715,1.14
1611,New Arrivals,2025-03-11,150003,7280,173,3285,12750,33806,3.88
1612,Summer Sale,2025-03-12,107334,8433,868,2162,14370,37442,6.65
1613,New Arrivals,2025-03-13,107085,11298,1789,2748,20040,37285,7.29
1614,Holiday Special,2025-03-14,51735,7113,1884,3466,13399,5413,3.87
1615,Winter Discount,2025-03-15,72541,14288,224,2804,3870,15664,1.38
1616,Summer Sale,2025-03-16,192357,12173,1030,1749,13738,35194,7.85
1617,Winter Discount,2025-03-17,81219,10224,1756,1400,18258,41996,13.04
1618,New Arrivals,2025-03-18,197694,9814,1976,2611,1045,6159,0.4
1619,Summer Sale,2025-03-19,188755,5300,1526,1395,8592,10293,6.16
1620,Summer Sale,2025-03-20,198505,8800,472,3552,13396,19886,3.77
1621,Winter Discount,2025-03-21,177354,12614,868,1855,2812,48896,1.52
1622,Holiday Special,2025-03-22,175235,10618,159,3550,9990,47608,2.81
1623,New Arrivals,2025-03-23,21863,4698,1354,2208,14733,27603,6.67
1624,New Arrivals,2025-03-24,135112,6267,1695,4633,21100,18414,4.55
1625,New Arrivals,2025-03-25,191133,6381,188,4434,16129,7388,3.64
1626,Summer Sale,2025-03-26,160454,1947,551,751,7290,42537,9.71
1627,New Arrivals,2025-03-27,88010,14527,1700,2726,8019,27565,2.94
1628,Holiday Special,2025-03-28,109083,3066,485,1288,14338,28047,11.13
1629,New Arrivals,2025-03-29,159888,10712,1121,4039,23825,10009,5.9
1630,Holiday Special,2025-03-30,19843,11488,133,3064,18896,34815,6.17
1631,Holiday Special,2025-03-01,139207,10651,1320,4079,23515,49103,5.76
1632,Summer Sale,2025-03-02,77381,1806,1941,3623,9477,28673,2.62
1633,Black Friday,2025-03-03,68888,4303,1738,2234,8001,49506,3.58
1634,New Arrivals,2025-03-04,167986,8126,736,1764,20285,35415,11.5
1635,Holiday Special,2025-03-05,133758,4627,444,306,10132,40599,33.11
1636,Winter Discount,2025-03-06,98663,3292,380,3198,11875,25599,3.71
1637,Summer Sale,2025-03-07,25728,10502,429,2181,3275,49779,1.5
1638,New Arrivals,2025-03-08,46554,14545,200,425,21138,35715,49.74
1639,Summer Sale,2025-03-09,184814,3162,1442,2079,1039,33069,0.5
1640,New Arrivals,2025-03-10,90588,13704,1323,3169,14808,12263,4.67
1641,Winter Discount,2025-03-11,192563,13432,1298,949,12362,35964,13.03
1642,Summer Sale,2025-03-12,131064,13600,1511,2621,7162,48698,2.73
1643,New Arrivals,2025-03-13,17529,10503,717,2865,9262,19753,3.23
1644,New Arrivals,2025-03-14,59655,13476,120,461,635,41705,1.38
1645,Holiday Special,2025-03-15,27747,8829,822,3601,2178,8503,0.6
1646,Holiday Special,2025-03-16,88445,13353,475,3785,23052,45150,6.09
1647,Winter Discount,2025-03-17,98539,3607,1774,3275,9281,18153,2.83
1648,Black Friday,2025-03-18,50221,11780,288,3887,20654,28249,5.31
1649,New Arrivals,2025-03-19,186312,10802,1658,4082,23289,11831,5.71
1650,Holiday Special,2025-03-20,61663,6801,574,2315,4240,48306,1.83
1651,Holiday Special,2025-03-21,183456,8849,548,347,12619,47442,36.37
1652,New Arrivals,2025-03-22,189619,10351,1050,1150,2239,10729,1.95
1653,Holiday Special,2025-03-23,36808,3565,553,1444,24099,2307,16.69
1654,Winter Discount,2025-03-24,51755,13352,504,530,24648,30952,46.51
1655,Holiday Special,2025-03-25,44856,13011,390,3304,5645,28366,1.71
1656,Holiday Special,2025-03-26,112641,14793,1938,2788,562,32279,0.2
1657,Summer Sale,2025-03-27,85837,11645,139,3352,1622,16934,0.48
1658,Holiday Special,2025-03-28,163847,9235,1510,266,6654,2152,25.02
1659,Winter Discount,2025-03-29,65253,746,571,4176,13766,17694,3.3
1660,Holiday Special,2025-03-30,115598,6307,1121,1384,7251,25598,5.24
1661,Black Friday,2025-03-01,146494,3914,874,1233,22378,46417,18.15
1662,Holiday Special,2025-03-02,186761,5771,583,2588,23598,13439,9.12
1663,Black Friday,2025-03-03,168690,12567,623,1078,9186,40927,8.52
1664,Winter Discount,2025-03-04,88064,1174,1829,128,14745,34644,115.2
1665,New Arrivals,2025-03-05,12299,11152,73,1044,10873,7600,10.41
1666,New Arrivals,2025-03-06,167001,8484,141,4028,13688,25051,3.4
1667,Black Friday,2025-03-07,119809,6868,1800,4212,13779,47769,3.27
1668,New Arrivals,2025-03-08,190797,1273,2000,4756,1454,31195,0.31
1669,Black Friday,2025-03-09,134062,4145,741,1346,23746,3867,17.64
1670,Black Friday,2025-03-10,10449,7455,1569,3416,24214,6575,7.09
1671,Black Friday,2025-03-11,125269,3622,350,2981,21558,30568,7.23
1672,Black Friday,2025-03-12,114854,10401,787,4992,6636,17690,1.33
1673,New Arrivals,2025-03-13,129165,8128,1106,1260,3171,21816,2.52
1674,Summer Sale,2025-03-14,168018,7390,466,4769,19134,25463,4.01
1675,New Arrivals,2025-03-15,46412,7033,1568,4212,18135,36450,4.31
1676,Black Friday,2025-03-16,84277,3954,1035,2026,11713,7260,5.78
1677,Summer Sale,2025-03-17,125301,12696,541,1539,18258,27440,11.86
1678,New Arrivals,2025-03-18,90302,13680,148,1591,2772,6684,1.74
1679,Holiday Special,2025-03-19,58069,5658,1367,4681,609,10318,0.13
1680,Holiday Special,2025-03-20,154418,8520,907,2835,18738,27285,6.61
1681,Holiday Special,2025-03-21,38856,9750,867,4685,19287,22875,4.12
1682,Black Friday,2025-03-22,80238,3881,1005,2868,9381,10921,3.27
1683,New Arrivals,2025-03-23,56147,5026,1808,361,2926,12047,8.11
1684,Winter Discount,2025-03-24,128640,2501,1726,2157,9533,40003,4.42
1685,Summer Sale,2025-03-25,186869,639,784,4796,8933,25648,1.86
1686,New Arrivals,2025-03-26,71973,1159,1594,3346,15833,46711,4.73
1687,Holiday Special,2025-03-27,78499,13754,1670,3721,21307,15471,5.73
1688,New Arrivals,2025-03-28,163186,4611,892,697,16937,18610,24.3
1689,New Arrivals,2025-03-29,95919,1256,1631,3772,8185,15440,2.17
1690,New Arrivals,2025-03-30,58835,14706,1244,4462,19785,25078,4.43
1691,Black Friday,2025-03-01,75446,6045,307,3579,11913,12265,3.33
1692,Holiday Special,2025-03-02,114596,9576,272,4153,4530,23199,1.09
1693,Black Friday,2025-03-03,98998,4903,342,3225,3752,44408,1.16
1694,New Arrivals,2025-03-04,114066,2336,191,769,21916,34251,28.5
1695,Holiday Special,2025-03-05,130267,13731,1278,491,5870,16910,11.96
1696,Holiday Special,2025-03-06,99455,10759,1590,3992,6470,48943,1.62
1697,Holiday Special,2025-03-07,12321,2079,82,955,17868,48589,18.71
1698,Summer Sale,2025-03-08,135826,6302,70,4589,15160,28570,3.3
1699,Summer Sale,2025-03-09,83127,1349,1550,2441,5669,23250,2.32
1700,Winter Discount,2025-03-10,53042,7250,640,4528,7267,10621,1.6
1701,Black Friday,2025-03-11,29255,10099,1925,402,11483,37158,28.56
1702,Black Friday,2025-03-12,109429,3532,1591,2524,23916,19438,9.48
1703,Holiday Special,2025-03-13,195230,13944,1101,308,2964,38100,9.62
1704,Winter Discount,2025-03-14,68923,14361,1752,4575,2401,28916,0.52
1705,New Arrivals,2025-03-15,16576,13878,1661,1329,22893,48157,17.23
1706,New Arrivals,2025-03-16,117434,6949,1863,2584,1233,44791,0.48
1707,Holiday Special,2025-03-17,69525,4213,1425,3263,4508,42390,1.38
1708,Black Friday,2025-03-18,142784,8887,198,3109,17032,12596,5.48
1709,Summer Sale,2025-03-19,10832,978,1944,4370,10013,43829,2.29
1710,Holiday Special,2025-03-20,79887,14980,259,986,11629,3473,11.79
1711,Holiday Special,2025-03-21,33936,7583,1312,2668,12583,7694,4.72
1712,New Arrivals,2025-03-22,59062,8635,630,2566,20214,30040,7.88
1713,Summer Sale,2025-03-23,158585,14834,807,4733,18073,11995,3.82
1714,Holiday Special,2025-03-24,142660,11284,1898,926,3943,26174,4.26
1715,Summer Sale,2025-03-25,96061,2408,1412,4944,14810,36606,3.0
1716,Winter Discount,2025-03-26,188064,1031,898,3685,10320,18667,2.8
1717,Black Friday,2025-03-27,75260,5584,948,1178,505,5800,0.43
1718,Holiday Special,2025-03-28,71767,9864,492,176,10553,5159,59.96
1719,Black Friday,2025-03-29,180691,3821,341,3242,13711,5806,4.23
1720,Winter Discount,2025-03-30,102930,10580,1390,2110,19216,11009,9.11
1721,Summer Sale,2025-03-01,192839,6057,866,984,8011,15610,8.14
1722,Black Friday,2025-03-02,179067,5821,1583,4343,10110,27668,2.33
1723,New Arrivals,2025-03-03,73050,2901,798,1222,15751,7063,12.89
1724,Winter Discount,2025-03-04,43216,8120,1410,581,2690,40680,4.63
1725,Summer Sale,2025-03-05,73654,2778,1506,211,1340,32799,6.35
1726,Summer Sale,2025-03-06,177725,812,726,4064,15061,24644,3.71
1727,Holiday Special,2025-03-07,12370,2013,1545,4498,8217,10600,1.83
1728,Black Friday,2025-03-08,168367,7173,734,4645,11812,19760,2.54
1729,Winter Discount,2025-03-09,181377,1220,1800,2291,3694,23043,1.61
1730,New Arrivals,2025-03-10,28956,11582,890,2437,16559,30338,6.79
